date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:15:06	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
00:15:07	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:15:08	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
00:15:09	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
00:15:10	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
00:15:11	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
00:15:12	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
00:15:13	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
00:15:14	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:15:15	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
00:15:16	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
00:15:17	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
00:15:18	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
00:15:19	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
00:15:20	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
00:15:21	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:15:22	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
00:15:23	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
00:15:24	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
00:15:25	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:15:26%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
00:15:26	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
00:15:27	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2016%20Feb%202023%2011:20:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	/home/mosee/Projects/withgpt/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
00:15:28	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2007:08:51%20GMT	https://www.classcentral.com/images/fade-gradient.png	/home/mosee/Projects/withgpt/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
00:15:31	600373/600373	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:30%20GMT	https://www.classcentral.com/rankings	/home/mosee/Projects/withgpt/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
00:15:32	593263/593263	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:32%20GMT	https://www.classcentral.com/collections	/home/mosee/Projects/withgpt/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
00:15:34	575798/575798	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:33%20GMT	https://www.classcentral.com/subjects	/home/mosee/Projects/withgpt/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
00:15:35	893590/893590	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:34%20GMT	https://www.classcentral.com/subject/cs	/home/mosee/Projects/withgpt/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
00:15:36	7973/7973	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:36%20GMT	https://www.classcentral.com/subject/maths	/home/mosee/Projects/withgpt/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
00:15:36	848555/848555	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:36%20GMT	https://www.classcentral.com/subject/health	/home/mosee/Projects/withgpt/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
00:15:37	8030/8030	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:37%20GMT	https://www.classcentral.com/subject/business	/home/mosee/Projects/withgpt/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
00:15:38	8360/8360	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:38%20GMT	https://www.classcentral.com/subject/humanities	/home/mosee/Projects/withgpt/www.classcentral.com/subject/humanities.29.delayed	(from https://www.classcentral.com/)
00:15:39	8319/8319	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:39%20GMT	https://www.classcentral.com/subject/engineering	/home/mosee/Projects/withgpt/www.classcentral.com/subject/engineering.2a.delayed	(from https://www.classcentral.com/)
00:15:42	843233/843233	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:42%20GMT	https://www.classcentral.com/subject/science	/home/mosee/Projects/withgpt/www.classcentral.com/subject/science.html	(from https://www.classcentral.com/)
00:15:42	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:42%20GMT	https://www.classcentral.com/subject/education	/home/mosee/Projects/withgpt/www.classcentral.com/subject/education.2c.delayed	(from https://www.classcentral.com/)
00:15:43	8042/8042	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:43%20GMT	https://www.classcentral.com/subject/social-sciences	/home/mosee/Projects/withgpt/www.classcentral.com/subject/social-sciences	(from https://www.classcentral.com/)
00:15:46	827418/827418	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:45%20GMT	https://www.classcentral.com/subject/art-and-design	/home/mosee/Projects/withgpt/www.classcentral.com/subject/art-and-design.html	(from https://www.classcentral.com/)
00:15:46	8370/8370	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:15:46%20GMT	https://www.classcentral.com/subject/data-science	/home/mosee/Projects/withgpt/www.classcentral.com/subject/data-science.2f.delayed	(from https://www.classcentral.com/)
00:15:48	872850/872850	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:15:48%20GMT	https://www.classcentral.com/subject/programming-and-software-development	/home/mosee/Projects/withgpt/www.classcentral.com/subject/programming-and-software-development.html	(from https://www.classcentral.com/)
00:32:03	790368/790368	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:03%20GMT	https://www.classcentral.com/subject/infosec	/home/mosee/Projects/withgpt/www.classcentral.com/subject/infosec.html	(from https://www.classcentral.com/)
00:32:06	3021196/3021196	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:05%20GMT	https://www.classcentral.com/universities	/home/mosee/Projects/withgpt/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
00:32:07	838497/838497	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:06%20GMT	https://www.classcentral.com/collection/top-free-online-courses	/home/mosee/Projects/withgpt/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
00:32:07	154936/154936	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2014:23:16%20GMT	https://www.classcentral.com/report/	/home/mosee/Projects/withgpt/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
00:32:10	183540/183540	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2013:43:55%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	/home/mosee/Projects/withgpt/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
00:32:10	130319/130319	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2013:46:42%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	/home/mosee/Projects/withgpt/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
00:32:10	816868/816868	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:08%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	/home/mosee/Projects/withgpt/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
00:32:10	138437/138437	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:18:31%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	/home/mosee/Projects/withgpt/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
00:32:13	163543/163543	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:18:32%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	/home/mosee/Projects/withgpt/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
00:32:13	161699/161699	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:18:31%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	/home/mosee/Projects/withgpt/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
00:32:13	849677/849677	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:11%20GMT	https://www.classcentral.com/starting-this-month	/home/mosee/Projects/withgpt/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
00:32:13	495122/495122	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2013:44:00%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	/home/mosee/Projects/withgpt/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
00:32:14	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2016%20Feb%202023%2021:32:13%20GMT	https://www.classcentral.com/new-online-courses	/home/mosee/Projects/withgpt/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
00:32:14	177972/177972	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2013:38:36%20GMT	https://www.classcentral.com/report/free-google-certifications/	/home/mosee/Projects/withgpt/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
00:32:14	402116/402116	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2013:36:42%20GMT	https://www.classcentral.com/report/free-certificates/	/home/mosee/Projects/withgpt/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
00:32:16	781535/781535	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:15%20GMT	https://www.classcentral.com/new-online-courses/january-2023	/home/mosee/Projects/withgpt/www.classcentral.com/new-online-courses/january-2023.html	(from https://www.classcentral.com/)
00:32:16	498/498	---MC-	302	error ('Found')	text/html	date:Thu,%2016%20Feb%202023%2021:32:16%20GMT	https://www.classcentral.com/most-popular-courses	/home/mosee/Projects/withgpt/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
00:32:17	125930/125930	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:06:55%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	/home/mosee/Projects/withgpt/www.classcentral.com/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
00:32:19	841672/841672	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:18%20GMT	https://www.classcentral.com/subject/ai	/home/mosee/Projects/withgpt/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
00:32:20	827394/827394	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:19%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	/home/mosee/Projects/withgpt/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
00:32:21	771202/771202	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:21%20GMT	https://www.classcentral.com/subject/internet-of-things	/home/mosee/Projects/withgpt/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
00:32:23	8100/8100	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:22%20GMT	https://www.classcentral.com/subject/computer-networking	/home/mosee/Projects/withgpt/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
00:32:23	8065/8065	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:23%20GMT	https://www.classcentral.com/subject/machine-learning	/home/mosee/Projects/withgpt/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
00:32:23	789769/789769	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:22%20GMT	https://www.classcentral.com/subject/information-technology	/home/mosee/Projects/withgpt/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
00:32:24	8003/8003	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:24%20GMT	https://www.classcentral.com/subject/devops	/home/mosee/Projects/withgpt/www.classcentral.com/subject/devops	(from https://www.classcentral.com/)
00:32:27	829284/829284	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:27%20GMT	https://www.classcentral.com/subject/deep-learning	/home/mosee/Projects/withgpt/www.classcentral.com/subject/deep-learning.html	(from https://www.classcentral.com/)
00:32:28	8349/8349	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:27%20GMT	https://www.classcentral.com/subject/cryptography	/home/mosee/Projects/withgpt/www.classcentral.com/subject/cryptography.42.delayed	(from https://www.classcentral.com/)
00:32:28	8069/8069	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:28%20GMT	https://www.classcentral.com/subject/quantum-computing	/home/mosee/Projects/withgpt/www.classcentral.com/subject/quantum-computing	(from https://www.classcentral.com/)
00:32:29	8310/8310	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:29%20GMT	https://www.classcentral.com/subject/hci	/home/mosee/Projects/withgpt/www.classcentral.com/subject/hci.44.delayed	(from https://www.classcentral.com/)
00:32:32	742188/742188	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:31%20GMT	https://www.classcentral.com/subject/distributed-systems	/home/mosee/Projects/withgpt/www.classcentral.com/subject/distributed-systems.html	(from https://www.classcentral.com/)
00:32:32	8358/8358	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:32%20GMT	https://www.classcentral.com/subject/blockchain	/home/mosee/Projects/withgpt/www.classcentral.com/subject/blockchain.46.delayed	(from https://www.classcentral.com/)
00:32:32	8069/8069	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:32%20GMT	https://www.classcentral.com/subject/operating-systems	/home/mosee/Projects/withgpt/www.classcentral.com/subject/operating-systems	(from https://www.classcentral.com/)
00:32:35	706568/706568	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:35%20GMT	https://www.classcentral.com/subject/computer-graphics	/home/mosee/Projects/withgpt/www.classcentral.com/subject/computer-graphics.html	(from https://www.classcentral.com/)
00:32:35	8433/8433	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:35%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	/home/mosee/Projects/withgpt/www.classcentral.com/subject/nutrition-and-wellness.49.delayed	(from https://www.classcentral.com/)
00:32:36	8110/8110	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:36%20GMT	https://www.classcentral.com/subject/disease-and-disorders	/home/mosee/Projects/withgpt/www.classcentral.com/subject/disease-and-disorders	(from https://www.classcentral.com/)
00:32:39	773982/773982	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:38%20GMT	https://www.classcentral.com/subject/public-health	/home/mosee/Projects/withgpt/www.classcentral.com/subject/public-health.html	(from https://www.classcentral.com/)
00:32:39	8363/8363	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:39%20GMT	https://www.classcentral.com/subject/health-care	/home/mosee/Projects/withgpt/www.classcentral.com/subject/health-care.4c.delayed	(from https://www.classcentral.com/)
00:32:42	763873/763873	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:41%20GMT	https://www.classcentral.com/subject/nursing	/home/mosee/Projects/withgpt/www.classcentral.com/subject/nursing.html	(from https://www.classcentral.com/)
00:32:42	8326/8326	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:42%20GMT	https://www.classcentral.com/subject/anatomy	/home/mosee/Projects/withgpt/www.classcentral.com/subject/anatomy.4e.delayed	(from https://www.classcentral.com/)
00:32:42	8097/8097	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2021:32:42%20GMT	https://www.classcentral.com/subject/veterinary-science	/home/mosee/Projects/withgpt/www.classcentral.com/subject/veterinary-science	(from https://www.classcentral.com/)
00:32:45	711215/711215	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2021:32:44%20GMT	https://www.classcentral.com/subject/cme	/home/mosee/Projects/withgpt/www.classcentral.com/subject/cme.html	(from https://www.classcentral.com/)
